Subject,Label,sd_1.EMG1,sd_2.EMG1,sd_3.EMG1,sd_1.EMG2,sd_2.EMG2,sd_3.EMG2,sd_1.EMG3,sd_2.EMG3,sd_3.EMG3,sd_1.EMG4,sd_2.EMG4,sd_3.EMG4,sd_1.ACCupperX,sd_2.ACCupperX,sd_3.ACCupperX,sd_1.ACCupperY,sd_2.ACCupperY,sd_3.ACCupperY,sd_1.ACCupperZ,sd_2.ACCupperZ,sd_3.ACCupperZ,sd_1.ACClowerX,sd_2.ACClowerX,sd_3.ACClowerX,sd_1.GoniometerY,sd_2.GoniometerY,sd_3.GoniometerY,sd_1.Goniometer,sd_2.Goniometer,sd_3.Goniometer,sd_1.GyroupperX,sd_2.GyroupperX,sd_3.GyroupperX,sd_1.GyroupperY,sd_2.GyroupperY,sd_3.GyroupperY,sd_1.GyroupperZ,sd_2.GyroupperZ,sd_3.GyroupperZ,sd_1.GyrolowerX,sd_2.GyrolowerX,sd_3.GyrolowerX,sd_1.GyrolowerY,sd_2.GyrolowerY,sd_3.GyrolowerY,sd_1.GyrolowerZ,sd_2.GyrolowerZ,sd_3.GyrolowerZ,sd_1.Airborne,sd_2.Airborne,sd_3.Airborne
Subject08,sit,45.69127924,43.98146077,45.35949506,173.0865677,179.0609079,181.3981347,125.8221577,126.3729669,126.6772243,45.62273025,45.11110477,44.85137023,15.17131736,14.41175879,12.68049881,15.9994354,13.62316935,17.52709793,19.42305983,16.52747337,18.64854529,13.90272789,16.83349174,13.74355917,30.79152551,31.32559319,31.06204121,72.46556082,75.85854289,76.5567401,158.6157463,156.5440918,156.1915148,115.801278,111.5973923,114.3279369,45.41919293,43.78937052,42.1947365,1253.198424,1206.361215,1056.705847,1188.902145,1108.651818,1077.984677,895.977438,869.3749266,916.0110001,444.1379496,405.8255684,463.7663894
Subject08,curve-right-spin-Rfirst,394.8061553,636.0593107,393.3342498,773.4978692,1092.788472,223.9855914,270.2576655,336.492697,264.7196742,99.95837644,76.56657906,101.3932426,635.5380807,1002.051228,518.6559524,347.060732,559.5251497,135.5284963,212.0977591,909.4529025,328.9733554,426.9744525,733.0720869,454.2267203,770.8155219,657.9960675,179.8637147,460.9730567,188.962216,239.3629566,1091.034757,1099.028785,637.6989652,2552.01707,2839.352129,1931.230293,12475.77727,11875.92396,3071.434014,4053.091882,3002.883945,1402.792163,1500.624316,2177.245849,1690.411949,11731.97764,11179.10728,3053.355396,213.8326656,392.6305485,553.8835214
Subject08,stair-down,590.0512864,865.9433444,634.8951164,1472.73873,721.8075746,575.686586,757.3403996,754.286016,420.1375117,1287.399197,1537.733123,1704.758551,1185.434957,1654.213608,915.9102876,1632.450959,1871.403927,1089.985369,2038.750166,2666.663751,1498.396174,1232.938223,1327.582088,951.3840129,4034.059246,3928.09199,1983.889292,1396.091003,1310.619959,1055.422984,2439.876456,2644.62175,2313.263194,9065.40858,10611.13196,6328.89811,9885.862486,11032.67,7210.12969,2792.853653,4812.294456,3291.387981,14253.68441,18437.13756,10129.25059,7504.793907,10512.35517,5179.414623,3550.142737,3666.161141,2313.739935
Subject08,jump-one-leg,2574.188066,1349.449569,1359.063577,2015.268071,1378.28634,2870.17384,1486.427624,608.0058897,611.8617934,4118.243446,2885.264776,1247.003057,1766.786294,4239.384235,4365.406173,2400.25337,5334.784124,2825.70466,3313.449322,4923.529207,3283.13116,2397.910778,4169.089656,3096.291752,1619.48987,702.4233861,526.1387166,1139.310007,943.4434106,388.8845543,5622.242386,5911.704642,5593.230165,11486.4444,8836.527395,6240.845005,9809.689289,13072.16457,17191.66954,6768.178133,7697.564202,4582.451745,14719.82226,13844.98195,6284.965529,7516.904575,15142.11608,16154.42322,3666.381886,5455.39231,5555.64935
Subject08,curve-left-spin-Lfirst,145.2089057,273.4886788,518.5119549,342.7514141,1987.312431,391.5542665,193.7039866,838.6043127,228.2711269,632.4099929,404.5091531,107.2608502,296.5921785,1084.01425,1343.07958,146.6901029,496.4869319,843.586998,396.8696975,1444.05258,864.9145261,226.3745881,1143.009832,1114.433136,200.6778596,1315.077991,645.4005518,191.2771347,300.3151844,273.2742043,780.0784418,2088.874427,2302.371241,690.4537677,7689.185645,3732.210971,2253.780603,9937.095311,19083.88553,1148.327544,4765.29332,7473.058195,1465.302676,4863.013903,4201.981827,1484.485478,9376.488621,18408.10046,2510.846541,1539.346358,1438.822842
Subject08,walk,525.6395465,640.4505383,530.8710839,1582.059334,1221.235003,655.3780032,489.3381012,598.7259031,1134.879144,1389.098475,1063.924944,529.6919025,793.2676248,1550.90641,813.2355266,1112.783939,1994.276009,1240.492776,2071.781222,3681.463582,1531.554101,736.0084927,1317.290523,805.1953726,2882.228481,2869.338667,3073.523045,972.78379,957.7717599,1046.9681,3079.318887,4316.641735,3375.81854,8416.95268,13490.21411,9473.777414,9431.024603,15114.7752,9394.648162,2538.13055,3451.981878,2754.395225,14430.77866,18804.9565,13167.65468,6587.42269,10576.71695,8340.860997,3704.500313,4942.760549,2920.374725
Subject08,stair-down,546.5440605,879.3908036,525.5173285,1401.239075,928.6560947,558.913479,672.6272999,572.411067,331.0332201,2248.271822,1192.754323,1249.204408,1234.202284,1560.269472,1352.243001,1572.176513,2110.509945,1435.55904,1682.965164,1984.309569,1683.002299,927.8458402,1141.467234,1268.826827,4103.682293,3667.077007,4274.583481,1342.466922,1268.800477,1395.431408,2505.002017,2783.472687,2079.99863,7577.862808,9208.810644,6567.166823,10700.57039,9959.524092,8060.180264,3570.303257,4503.330708,3408.871262,13696.33741,15259.51003,13722.65866,6244.948011,7463.821008,7178.286225,2834.711346,3038.563613,2379.267554
Subject08,stand,38.35776536,44.58754773,40.86432436,176.6700059,174.1217246,177.4943929,127.7403034,148.0117845,134.2017161,102.2785566,254.6083901,291.176205,15.16856273,19.45322267,14.42558193,13.40739888,13.15769624,13.25039873,28.75822686,18.36913326,22.76364927,14.23277216,12.42430107,10.11782935,34.42309747,31.62340655,34.41558316,58.79516792,61.3883011,58.91038035,166.2222952,164.4501091,159.3221471,172.8786488,143.9089248,112.6499253,108.7785113,109.6526013,58.90032767,1016.306377,1270.827175,1301.769179,1092.552761,1143.578413,1005.870018,878.5498033,896.1849325,1052.663875,180.6511747,253.6284196,195.7716144
Subject08,sit,43.2014505,40.41801418,37.4178125,222.767013,212.3546728,203.7590928,130.6525893,130.3817039,125.9125958,45.30138662,43.36924473,41.78703102,10.42218091,13.50293462,14.44544449,14.25128094,18.56855195,14.09351775,15.93448452,16.30409959,13.93333859,12.58876423,11.88927129,14.3048182,36.27919597,36.07741294,33.91850676,78.19796965,77.80570902,70.36593197,154.354173,160.7397125,163.1397713,116.2199746,117.0753953,116.1960561,41.80000732,41.10061903,59.94570533,1260.737107,1135.996191,1178.56749,957.4570581,980.4309923,1154.730341,913.5956625,976.047058,828.7833192,270.496172,192.3636333,189.0645531
Subject08,v-cut-left-Lfirst,595.3762577,1749.62928,253.6503579,2288.710094,2038.186379,317.5101203,891.2540065,2659.380089,456.332856,1198.025736,3377.681536,482.8918599,323.6217266,2541.797757,806.0633272,289.6161341,2705.731497,587.1087163,981.4114759,3209.403095,808.764716,305.1053113,1962.546733,437.2790696,415.8475079,1848.357272,1730.826443,240.5008997,1131.030381,689.3407718,700.5437237,8608.814141,1795.52734,2919.233062,9440.933792,3799.706834,2970.100318,15533.05554,10172.4146,1499.710285,5606.342613,3825.048412,4938.790497,15102.8246,9004.931829,2243.407103,16467.11054,6727.793737,759.6821393,5247.888377,1033.892955
Subject08,curve-left-spin-Lfirst,117.3280578,400.4336548,557.0804377,270.0384802,1633.861816,275.0382283,904.7011238,472.4429382,252.6881106,1024.853297,184.5111281,484.669492,298.5894516,1417.161604,1204.764891,156.7870913,500.8412114,902.7166559,386.5876669,1452.63905,1025.347239,235.2417187,1162.011466,891.8185246,153.6704719,1702.073221,827.4369975,131.107861,499.8608738,439.2772638,1121.609323,1876.827134,2164.51884,684.3653781,8172.51947,3988.081007,2843.194171,11069.07143,10185.30299,1435.359875,4660.082925,2967.693816,1706.088867,8278.061364,3134.49492,2758.38222,11336.11509,8263.443936,2577.506664,1134.935491,1013.047596
Subject08,curve-left-spin-Lfirst,171.7532208,433.4565184,301.5067796,582.4207352,1598.909854,219.9598528,835.5398782,494.3802546,388.2024074,879.0968663,214.2778027,112.6581692,384.1460733,1739.708328,769.50643,171.8388219,349.8076793,696.763639,412.6804717,1360.115455,531.5588291,289.3313114,1258.442616,670.1526497,170.5835688,1554.699313,791.5729213,277.1182766,340.3999375,354.7217623,1137.822445,2211.395436,1537.415913,1138.316403,7829.175018,2987.974476,3334.462415,17500.18451,8803.203995,1452.765742,7334.727422,2707.333697,1708.041591,8071.464843,2271.593846,2508.926779,16031.90158,6918.19551,646.9913251,1032.598709,337.7794858
Subject08,jump-two-leg,1090.048645,1817.799768,771.6838048,687.4716624,1203.890027,837.6728894,259.8553747,1074.652889,219.0638779,793.0776174,3816.647834,119.5626397,515.8806639,5314.925568,834.6005758,1110.784949,5829.250187,723.7768804,1130.932201,4531.81052,910.9099051,524.1446141,3142.237676,779.9684553,3400.058483,2401.66125,1271.337866,1486.130176,1528.790385,976.5408942,1606.044966,7455.42983,1474.652838,6154.218501,11255.2641,3801.241318,6444.44012,16776.5163,6323.801929,1642.243884,8071.003684,1871.136913,5883.574254,17421.58553,6293.654849,2684.660738,14776.65852,5249.760724,1846.228132,4744.828228,2824.2196
Subject08,curve-right-spin-Lfirst,502.3809836,393.0458445,181.8595339,448.1543309,1091.994355,273.4801917,174.5693753,411.8969291,317.8448758,131.2952112,115.6287716,140.5293076,335.2158917,706.0600062,678.2584565,71.26238889,536.871877,467.779653,217.9490033,863.3800883,577.2336436,313.1440618,667.6952132,412.568687,108.6714011,1234.780833,887.8501611,263.3366822,449.1795688,357.7629165,373.724412,1150.520677,1759.895861,1075.459325,5036.094281,3090.838038,3642.528307,5062.54781,4820.854664,1234.311887,3886.546072,2718.046475,1417.496237,7253.447931,2596.543986,4139.598883,4486.068957,4496.610279,388.0648831,641.3773958,681.6717434
Subject08,stair-up,759.8337854,991.1649688,818.6195767,1485.8029,1573.571497,1438.225705,497.2527997,764.4558388,336.0665791,933.5156022,1378.862643,299.036225,824.8337544,726.8102468,731.310634,1889.47979,1896.883917,1474.56729,1572.583523,1734.031087,1548.153777,757.6800786,593.7511943,534.5837079,4263.405364,3744.850062,3961.603009,1300.531711,819.9944865,1119.800924,3553.624465,3119.585275,2765.900294,10192.05942,9695.96124,9088.578734,7863.24364,7150.92899,6699.116998,2691.415851,2819.792857,2660.290151,8839.07462,10189.96293,9322.401784,5749.410374,5014.692777,5164.734275,2828.231873,2590.146002,1940.058746
Subject08,lateral-shuffle-left,1325.007914,1064.07997,750.7123526,1600.372893,1513.512148,1325.196779,1279.465644,948.4887599,395.2295382,2456.591235,2475.782118,1798.397674,2793.38521,4679.015401,2218.330351,2135.849892,3864.569607,2310.611939,2530.871784,2771.871035,2290.259237,1951.534135,4006.596853,1730.971362,1589.46131,941.2081175,973.9552056,934.33378,735.3471847,818.9154051,10043.51183,11898.83603,6203.249474,10224.95562,10724.03905,6695.004462,13054.68696,21785.90817,12750.26043,11352.50135,13932.7973,8594.269055,8088.977989,9262.788595,5773.365023,11322.65545,19664.5568,10900.12236,1690.486593,5288.011365,4647.885195
Subject08,v-cut-left-Lfirst,1514.337822,1239.450392,321.998872,2192.145341,2115.530529,228.8669709,1478.723732,2143.994033,657.6507868,2211.371188,2158.788483,120.6087372,765.7528865,2733.514104,409.5833261,434.9727096,2992.343992,403.7832334,1186.715187,2952.159491,576.0098653,501.0600542,2182.502542,322.8935113,1572.062012,2274.288366,728.8239412,647.8120063,1249.528211,407.2182766,1196.686967,11451.1498,2007.527466,4124.856284,11690.73394,4249.860889,4569.609405,13589.43997,6133.335002,1529.430939,5245.980672,2138.467565,5439.308238,15002.71432,3766.589122,2956.660366,16332.25094,4388.286249,1382.499261,6728.732545,992.8342502
Subject08,run,943.5615162,2185.977645,1232.32269,2505.889048,2477.534224,1369.916171,683.5221628,1656.466288,1383.218298,709.1488915,2888.754985,555.9428309,822.5021853,3939.413029,1527.953065,1924.884456,5825.334903,3138.11228,1681.220394,5783.380252,2430.519611,830.8295462,2326.277204,1319.608636,3267.690982,2097.776292,3200.661448,967.6692175,1135.780234,1194.874134,3031.337191,7182.609826,5086.120109,9160.545541,17201.23279,10314.74519,10072.86709,20100.7194,12261.70928,2584.632968,6904.084578,3189.306906,12808.63499,23554.24103,16423.31101,6688.573733,14227.6065,11140.18341,4065.10211,6304.848916,2662.120343
Subject08,curve-right-step,935.8299716,1024.451455,629.8911178,1198.788094,1173.062165,739.8271999,476.5200597,510.2874401,558.6586545,777.5749452,559.4660218,698.3664758,705.9309597,1629.817489,660.2230997,1174.740516,1499.064356,818.782468,2201.953215,3048.115027,1057.231579,656.255042,992.3438049,517.3213884,2621.28795,2611.716792,2539.086425,829.6851395,896.4035386,862.4282977,2624.852634,4072.695948,2119.084024,7631.262615,11039.62779,5954.994631,8407.678647,11508.32787,5933.88039,3957.243656,4173.737644,3323.234955,13954.40223,17287.5942,10420.75166,6333.082003,10287.75947,5445.368451,1681.894896,3028.628125,975.5216431
Subject08,jump-two-leg,1252.199391,1798.443884,1523.603419,748.245753,1650.780344,2231.638916,345.9662813,1105.748934,608.9997318,868.8301287,4202.159993,219.5239739,1041.831175,5345.120756,2911.319692,1592.437596,5478.619177,3300.07846,1346.581765,5920.966838,1922.029062,629.0141437,4000.643218,2389.949894,3675.091384,2878.12576,3162.518454,1613.189205,1537.043351,1834.846066,1725.923356,9074.15081,4808.293354,5293.294572,14041.02421,10318.40195,10081.79977,16058.76727,12068.121,2549.366422,9813.408732,5591.712546,5580.2317,18542.0337,11503.95223,5137.001137,13250.41223,8757.550252,1560.55667,5840.986597,5406.560778
Subject08,curve-left-spin-Lfirst,254.4122318,373.7925401,225.3272026,283.7687459,1904.118647,256.0884917,1011.529144,574.1767116,543.0528689,839.836614,520.222246,124.9640161,448.1612089,1375.933974,576.6356585,171.1038471,464.9600945,462.8465222,432.9839361,1362.730808,452.6956297,276.7279467,1059.869563,401.4782541,150.5310007,1410.673808,750.6075345,189.6602118,473.0535563,337.8023376,1270.257633,1799.530977,1108.907293,2483.061534,7087.39536,2254.202569,3397.017186,12592.61248,7692.43872,1427.587147,4550.886699,1931.747929,1516.008754,6895.512022,1903.228443,3348.116553,11850.54599,5806.218325,1738.580514,672.9428414,1035.308658
Subject08,walk,728.0152605,957.7068528,530.378719,1524.621756,941.3907721,846.1855292,371.5143831,421.6421408,411.1287965,907.0347525,947.6792709,798.6409199,432.1961354,1289.56782,809.4448989,944.4980819,1884.284549,1024.388245,1467.853342,3163.43333,1406.778855,709.8797363,1109.685054,770.9714919,2207.841123,2724.906761,2694.249186,799.4642082,915.46936,731.9992164,2129.279044,4622.07196,2839.984452,7200.168001,11325.73853,7722.764267,9399.178523,14066.55747,9232.983676,2527.206117,3015.49061,2343.330583,12920.61231,16869.15592,13501.97453,6004.650677,10379.74827,8023.818481,2461.975265,4620.002942,3530.349858
Subject08,stand,46.34816875,54.66372399,54.85409779,170.3367116,167.6223398,165.73611,140.8205883,136.0623948,134.9975912,210.4604458,183.990054,271.6141838,18.06194867,16.88823853,14.56167801,14.10625777,12.90325146,12.23990384,30.56283105,22.31097145,20.83599764,12.55105581,13.19421822,11.56822702,36.51157211,27.83758377,33.97522545,58.47150837,62.23909044,59.31021402,169.0788597,159.8507706,161.5364155,154.2973682,113.5805477,107.5618414,95.15959295,84.22556741,78.4650262,1249.629532,1226.130204,1313.829737,1029.392548,1236.669276,1071.141444,901.4453015,951.8939604,975.3773756,172.9211718,164.2845859,272.7749063
Subject08,curve-left-spin-Rfirst,307.4513977,447.3066966,202.56446,1233.049588,438.7474054,222.3507669,323.5991386,193.5795464,247.3315851,514.6832293,146.9818333,115.8407465,1096.427382,1013.288636,164.2905375,719.1542671,1045.246602,117.9684282,1675.904245,1106.987533,323.1704863,792.9825671,1303.792524,109.7454681,1519.054331,323.5756525,343.2756531,423.4172426,369.774433,352.900581,2665.351362,2048.68507,440.165214,7612.659748,4554.882935,1217.332856,12007.25835,7911.54251,2738.876358,8131.000503,2569.646971,1444.775431,9613.009134,4225.531992,971.1422155,10540.58305,7695.23155,2362.209446,447.1253832,459.7961245,730.77867
Subject08,curve-left-step,495.4885006,789.6062664,735.9969302,1062.87931,1501.139588,648.0972056,221.1080832,623.1601539,1122.67617,1152.423184,1155.884237,794.0766394,664.4085576,1566.732223,1180.413419,855.9282349,1931.86525,1336.668725,1159.92941,2874.735018,1631.704432,871.5697065,1189.490269,848.163036,2771.712559,2523.061676,2691.949874,813.2433044,922.6922336,815.7662246,2515.653967,4343.185012,3133.031625,6892.119436,11051.9755,9373.254645,9577.169531,15777.66523,8366.911033,3595.649328,5660.334561,3968.585912,13921.81748,18593.32299,13668.89772,7679.680498,11840.68863,7575.375304,1612.634871,2811.175672,2481.923198
Subject08,stand,78.76382578,64.42787471,61.71855625,150.8627423,155.902279,163.7015098,128.6517311,158.2549559,157.3861793,98.3847751,151.4997429,264.9856231,39.80129503,28.34457171,17.44347571,48.76133381,23.80576757,13.01992637,56.60958377,42.66087434,21.37145904,16.41260054,10.73907409,11.39983572,45.37457407,31.6372779,36.49768057,60.46668598,60.19583208,68.98565039,198.6590301,165.1651284,161.2500404,460.9139637,162.0939344,126.1937277,381.4274765,212.4984013,97.33554276,1309.638219,1446.331203,1247.950053,1119.894995,997.5083668,1160.633436,993.5146649,899.9375579,851.2230795,189.7064617,222.9904363,191.9219836
Subject08,sit-to-stand,340.3419573,738.0548526,330.3824281,817.1348766,1390.573927,190.882832,185.77801,371.1597496,148.1790784,65.28283392,150.2152,157.0312752,99.50342668,644.6045717,327.0346648,137.0442302,1132.358285,142.7074911,186.4271807,1460.962306,648.8292617,95.61356673,447.9210659,158.4890908,46.40214181,2536.366434,1170.842284,77.89139868,275.4865422,611.6999437,335.7463511,980.0426424,1033.090669,974.8385307,2097.347962,2471.835677,657.6565481,2447.490572,3765.170484,1352.029192,1452.423301,1489.802449,1067.364074,2700.512132,1480.08417,950.2588621,2508.216376,1451.387506,582.5329512,1277.680159,332.5630741
Subject08,walk,621.532891,736.8497276,837.9340366,918.2066188,1291.958052,801.347111,365.2659369,638.9804673,1126.957225,1302.925463,1072.073616,650.4895527,474.6307594,987.0222406,1280.877318,803.939696,1479.789953,1556.56458,1333.085585,2443.166683,2005.138459,730.1251673,1073.45635,1054.502707,2175.770301,2962.143319,2794.17612,757.6998157,1033.196253,791.1112263,2773.397907,3952.360118,4026.620239,6579.898832,10375.34245,9850.86819,8452.846569,12628.78942,12080.93828,1990.585824,2675.499886,3271.552733,12829.93054,17525.24341,14947.59163,6460.383896,9627.443424,10536.54626,2125.691879,4329.594498,2882.143284
Subject08,jump-one-leg,2749.996332,1323.579598,1510.90117,2460.820457,1327.395704,1701.382505,2317.283648,694.1266741,687.6071049,4218.95148,3764.067153,1416.873407,1911.574844,3386.686711,6609.31707,2542.500539,3082.509058,4773.083294,3698.031156,5697.231878,4189.290548,2482.762289,4165.840036,2734.570686,1343.952831,588.8869648,689.063137,1337.67309,955.777387,635.0705217,6501.399996,5878.913319,7972.911865,13013.58945,8965.70771,9176.721237,10032.93425,17291.74404,18400.31859,7171.742792,5985.423638,6210.746331,16112.54085,14582.59271,10969.33826,8071.388244,15436.9273,15878.05707,3159.383766,4696.277759,6724.833068
Subject08,stand,47.80304053,57.59819348,59.27527168,166.1978139,158.8141229,166.0996151,129.960651,134.0063998,135.8473613,128.4948179,141.4674782,178.776412,13.36000222,13.99201908,14.90579197,12.27316902,14.46501227,12.13967397,18.14316889,22.16971034,14.78895895,10.63408969,12.16578053,11.60202988,31.76643143,33.01720255,32.57514749,63.93735244,66.52416941,65.93303024,160.5250596,158.2083719,159.7245652,108.203684,114.3142941,109.5423504,98.35892901,74.55439521,71.39157129,1132.468693,1178.436625,1195.592689,1146.257055,1003.079638,1015.356145,1031.941551,923.0218872,849.0301105,204.3776775,273.6834396,246.3161856
Subject08,sit,48.8789516,48.01951171,45.42635578,194.1003871,190.2390517,194.7461244,135.8566951,127.525373,124.3495392,49.996868,47.69436965,45.95459474,26.71641044,16.03006135,17.25149723,18.71531937,15.9109248,12.93572935,22.86259993,18.19091891,16.61335924,30.50513887,15.83306669,18.93332517,26.58009838,32.34056979,27.74592451,76.66532728,72.32645804,82.73032109,160.8165676,155.4143298,157.2472224,126.0752329,123.6624843,118.5002998,92.36701722,52.12943181,65.14862895,1111.84898,1205.454722,1207.78261,1090.206562,1092.270418,1124.511693,914.7952974,948.2443677,945.8173118,238.6499209,243.8520223,241.8613662
Subject08,v-cut-right-Lfirst,837.7007827,1749.602824,730.9031188,731.3984438,2223.240779,353.6468417,514.1242151,1534.996895,958.6659379,265.28979,1980.216909,323.9812904,376.5080932,2824.524242,922.9792479,179.1696803,2820.909886,1667.32372,472.9301131,3176.260287,1690.274689,309.9928339,1695.971215,589.8569637,340.2077665,2717.167628,2990.229464,275.0469566,1396.779992,1223.033085,952.2940197,7308.682172,2177.746141,3119.580218,13342.72141,7460.545606,5180.244176,17239.1244,7311.573828,1619.549769,5412.337305,4346.234948,3069.816882,16489.54206,10249.35233,4713.617838,13998.65572,5611.01586,331.8639539,4822.167698,1867.262927
Subject08,lateral-shuffle-left,572.1150841,773.7237633,163.1063262,1108.323357,3186.420775,289.2345434,237.1694593,820.537805,154.4726177,165.8549086,721.5260057,467.0607218,381.5561972,2326.865249,370.9059622,342.8609291,1210.049887,1253.520848,1105.366442,1265.219788,587.4773408,747.035433,1762.093466,340.0813708,85.54707334,1824.493091,762.1408401,113.5377268,727.2574519,254.4720853,1421.991228,2619.424697,922.9474532,5011.952228,6980.338799,4971.576624,6116.570828,11776.56135,9950.847775,1825.862734,4598.682097,4869.090677,3701.62349,6110.151414,3116.183356,2963.183423,8767.132934,5790.245279,1958.709956,2179.835282,582.1338542
Subject08,curve-left-spin-Rfirst,150.3106757,312.6334694,177.3369542,1301.858464,366.8764344,235.7259126,440.8823779,202.1038829,193.1262138,878.0506771,697.1064523,476.3115638,938.7322437,766.0979683,167.6971905,546.5561486,1039.725313,118.9738181,1419.813622,1021.007589,396.6961662,696.8659601,1061.145792,159.4610141,1664.752361,324.7490386,420.4199146,410.8868636,442.9561183,392.1126531,1916.547935,2560.246231,654.3757736,7210.755325,3509.243506,1355.36325,11031.27259,6672.293344,2504.703134,6143.366267,2562.006922,1190.088129,9308.26335,4821.334368,1209.468253,9966.60047,6934.25828,2119.833162,428.7246759,367.9271675,403.0102327
Subject08,stair-down,838.410266,992.9301429,909.6328434,1795.299599,1938.283288,1176.919949,1335.375085,1072.005825,440.8823262,1265.248351,2227.610885,795.0160239,934.8967084,1121.612097,660.1818171,2213.743206,2254.933621,1212.718903,1474.893502,1430.033393,1382.133819,1016.573694,986.900007,526.8353554,4509.188021,3902.453411,4487.992874,1385.987499,1191.155131,1346.779945,4416.943322,4267.661964,2765.523184,11793.77438,13320.75421,10147.32948,9587.351073,9388.396081,7246.020929,2097.607843,3300.886373,3024.714018,10446.08243,11583.97993,9476.735311,7127.557822,6926.579895,4147.615812,2687.517697,2760.58317,1806.183312
Subject08,curve-right-step,514.5056814,997.7262745,663.7277331,1086.349623,1311.648393,656.552385,472.8661316,519.8901837,591.3892467,1049.674124,892.594291,615.1277188,924.0089972,1291.702789,663.5026096,1131.727993,1425.996993,1001.844423,2059.355362,2729.776551,1243.78404,747.5843032,991.8833906,638.4802517,2779.260558,2700.234778,2973.574707,863.1276514,896.556865,969.8663216,2959.141323,3970.814823,2378.097808,7906.029136,10858.89203,7957.126212,8385.06668,11201.04587,6863.301655,2412.341417,4766.847365,4187.220238,14209.47341,17609.24411,11542.07396,7406.573615,9511.044552,7278.182953,1676.841286,2638.005189,1418.735778
Subject08,lateral-shuffle-right,1069.086457,947.5005771,564.186335,1661.300321,1388.902874,1062.402531,1147.955091,1607.709369,257.0181664,2549.037053,2618.478274,1409.656082,2853.786478,4281.765034,2008.743491,1940.225258,3113.625211,661.151563,2276.388603,2840.202631,1305.373767,2509.267326,4334.708448,1087.636442,1639.631224,535.7386074,685.6323251,751.4707528,708.6444409,626.3414744,9094.447205,11728.39003,5457.19162,8996.701285,10470.78431,3348.945209,14231.58138,20135.33885,13249.70523,9704.642273,13505.85992,7784.336125,6333.367254,7798.488298,2497.831796,13184.7183,18447.17227,11872.16926,2161.486739,6467.632147,1787.042982
Subject08,stair-up,752.4095681,928.3192794,709.7635136,1844.194026,1746.496635,1227.635729,1175.071391,829.4834947,523.0418147,1457.062408,1974.16384,777.2045742,1134.995412,1168.888723,938.1889764,2187.742167,2463.872111,1470.368417,1451.562696,1443.877164,1330.559592,1066.78289,981.2612841,696.9940629,4872.173644,3799.59985,4547.751358,1737.493077,1082.207454,1393.20015,4703.508703,4070.882657,3220.261798,12266.2182,13173.67175,10227.63851,9889.651188,9056.311187,8051.902359,2484.35209,3081.625751,2612.292943,11711.75926,12193.63863,10599.84309,7646.63068,6548.515065,3948.177023,3304.693825,2603.160911,2253.908189
Subject08,stand,57.96136527,58.80270094,60.53072148,160.1367166,159.3083501,148.8274911,130.6958402,130.7780031,132.7208296,99.10041669,142.1770074,116.3331759,24.54407122,17.64345368,15.87392137,15.88351508,11.80284613,11.24275537,32.47758985,18.52889003,18.45192663,13.82235957,12.65928213,11.84724605,34.90055932,35.84572443,34.18028592,57.91839072,58.04624756,63.18854123,164.7546241,163.2589083,158.7491689,132.3528164,125.2768132,121.2068734,125.5975704,134.2461938,74.30689108,1192.124554,1304.116554,1344.733199,1010.539723,1008.215974,1220.230757,975.9185477,905.4735341,937.8418023,214.8790142,209.8513124,201.2733773
Subject08,jump-one-leg,2734.640283,1174.893575,1881.674072,2284.153728,1166.759791,1704.077926,2786.546738,1105.343101,658.2815908,4641.210929,2730.345547,1510.91768,2583.132129,2928.141343,6295.912044,3802.568943,4283.480816,4713.116527,4626.318276,5046.506683,4217.818928,3325.55414,2799.717142,4524.187152,2257.85944,1015.80715,570.7503323,1804.270883,1188.189088,440.5439346,4820.596639,6376.396378,7876.881703,11285.18054,9186.90735,11641.38232,12008.68767,16722.32141,18071.253,3923.687418,6561.990087,10446.4483,11923.0095,14279.35761,11519.32898,8031.756013,15272.03866,17290.88421,4594.784803,5294.587465,7459.918066
Subject08,stair-down,1043.753787,1001.101023,828.9812281,1493.622809,1507.68555,1462.976038,906.1153038,948.6385052,514.3975807,1395.425472,1882.08321,823.5912674,1168.100639,1213.380495,893.3776385,2552.826641,2393.193337,1338.036406,1414.362959,1309.282879,1457.077463,1037.703361,952.9636588,802.7437774,4619.005914,3999.915274,4445.757673,1560.173968,1144.018262,1346.798444,4404.607916,4255.750654,2707.701917,12766.20684,13661.00708,9258.143054,9160.525825,11072.32402,6990.828464,2590.70713,2853.559299,2305.76121,9799.94996,12272.94155,8488.274746,7000.856992,6666.998223,3938.946278,3274.231766,2425.08551,1901.360765
Subject08,sit,46.77299007,44.73508948,47.39445152,190.6668401,201.4415866,185.0815224,131.4837874,127.523754,130.8102787,47.77473013,50.51063345,49.43042637,15.69966256,16.4821727,13.21386807,18.86739379,17.55773025,16.88517919,18.48658552,18.07308137,17.51180094,15.60203378,12.39968037,14.34572021,29.30910707,32.74467886,30.93206263,72.80757618,74.90468346,74.9620167,159.9290889,157.718075,154.6122638,113.1157381,121.2324222,118.9181642,58.62606361,51.03697483,59.99335636,1242.81533,1171.378351,1206.107681,1197.11525,999.9355422,1113.606374,928.5814817,911.0070551,933.2328705,226.9676891,181.5643398,190.2550585
